"","...1","primary","checked_by","needs_review","study","doi","taxon","phylum","common_name","number_of_populations","ecosystem","dispersal_mode","acclimation_time","envtl_data_reported","year","source_population","latitude","longitude","life_history_stage","sex","acclimation_temperature_1","acclimation_temperature_2","measurement_level","thermal_limit_type","thermal_limit_1","thermal_limit_2","thermal_limit_error_type","thermal_limit_error_1","thermal_limit_error_2","n_1","n_2","figure_table","notes","max_temp","min_temp","mean_temp","temp_range","upper_lower","sd1i","sd2i","yi","vi","ni"
"126",1206,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.1714245,-84.56780575,"adult","female",21,29,"population","CTmin",7.166666667,6.75,"std_err",0.477260702,1.030776406,4,4,"raw_data","NA",29.1,-4.58,12.3,33.68,"lower",0.954521404,2.061552812,-0.225302142032955,0.50317256595029,3277
"127",1207,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.1422926,-84.5282332,"adult","female",21,29,"population","CTmin",5.6,6,"std_err",0.979795897,0.948683298,5,5,"raw_data","NA",29.43333333,-4.216666667,12.63333333,33.65,"lower",2.19089022976738,2.12132034344669,0.167447458877554,0.401401932574228,3277
"128",1208,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.5425726,-81.379745,"adult","female",21,29,"population","CTmin",4.666666667,5.4,"std_err",0.614636297,0.4,5,5,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"lower",1.37436854153075,0.894427190999916,0.57091971700912,0.416297466163489,3277
"129",1209,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51161714,-81.60796543,"adult","female",21,29,"population","CTmin",6,7.857142857,"std_err",0.547722558,0.670059394,7,7,"raw_data","NA",26.75,-5.475,10.375,32.225,"lower",1.44913767592815,1.77281052016665,1.07355710923972,0.326875888099969,3277
"130",1210,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74496529,-83.79297429,"adult","female",21,29,"population","CTmin",7,9.428571429,"std_err",0.966091783,0.297380857,7,7,"raw_data","NA",29,-0.65,14.375,29.65,"lower",2.55603860148098,0.786795792293262,1.201958338422,0.337310851689364,3277
"131",1211,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","female",21,29,"population","CTmin",7.666666667,11.2,"std_err",1.666666667,1.113552873,5,5,"raw_data","NA",29.675,-0.175,15.025,29.85,"lower",3.72677996324501,2.48997992056819,1.00639088852141,0.450641131024945,3277
"132",1206,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.1714245,-84.56780575,"adult","female",23,25,"population","CTmin",6.666666667,7.333333333,"std_err",0.421637021,1.452966315,6,3,"raw_data","NA",29.1,-4.58,12.3,33.68,"lower",1.03279555811716,2.51661147926613,0.369261218574714,0.507575213752405,3277
"133",1207,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.1422926,-84.5282332,"adult","female",23,25,"population","CTmin",9,6,"std_err",5,1,5,3,"raw_data","NA",29.43333333,-4.216666667,12.63333333,33.65,"lower",11.1803398874989,1.73205080756888,-0.283762361718244,0.538365900703828,3277
"134",1208,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.5425726,-81.379745,"adult","female",23,25,"population","CTmin",4.571428571,4.833333333,"std_err",0.611677742,0.477260702,6,6,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"lower",1.49829835491778,1.1690451941825,0.179842646229046,0.334680974058444,3277
"135",1209,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51161714,-81.60796543,"adult","female",23,25,"population","CTmin",5.857142857,7,"std_err",0.553283335,1.303840481,5,5,"raw_data","NA",26.75,-5.475,10.375,32.225,"lower",1.23717914787779,2.91547594733202,0.460668238468058,0.410610761296663,3277
"136",1210,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74496529,-83.79297429,"adult","female",23,25,"population","CTmin",6.4,7,"std_err",0.6,0,6,3,"raw_data","NA",29,-0.65,14.375,29.65,"lower",1.46969384566991,0,0.429042765404892,0.510226538585904,3277
"137",1211,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","female",23,25,"population","CTmin",8.75,8.5,"std_err",0.478713554,0.428174419,3,6,"raw_data","NA",29.675,-0.175,15.025,29.85,"lower",0.829156197799867,1.04880884746265,-0.224060276828814,0.5027890559807,3277
"138",1206,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.1714245,-84.56780575,"adult","female",23,27,"population","CTmin",6.666666667,8,"std_err",0.421637021,1.154700538,3,3,"raw_data","NA",29.1,-4.58,12.3,33.68,"lower",0.730296742723986,1.99999999934312,0.706618444087911,0.708275802127102,3277
"139",1207,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.1422926,-84.5282332,"adult","female",23,27,"population","CTmin",9,5.714285714,"std_err",5,0.644178536,7,7,"raw_data","NA",29.43333333,-4.216666667,12.63333333,33.65,"lower",13.228756555323,1.70433620618167,-0.326061755006703,0.289511295288502,3277
"140",1208,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.5425726,-81.379745,"adult","female",23,27,"population","CTmin",4.571428571,5.571428571,"std_err",0.611677742,0.480928807,7,7,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"lower",1.61834718784553,1.27241802164898,0.642951917667735,0.300478113158308,3277
"141",1209,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51161714,-81.60796543,"adult","female",23,27,"population","CTmin",5.857142857,6.6,"std_err",0.553283335,0.871779789,5,5,"raw_data","NA",26.75,-5.475,10.375,32.225,"lower",1.23717914787779,1.94935886961442,0.410749271163864,0.408435748188082,3277
"142",1210,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74496529,-83.79297429,"adult","female",23,27,"population","CTmin",6.4,8.6,"std_err",0.6,0.509901951,5,5,"raw_data","NA",29,-0.65,14.375,29.65,"lower",1.34164078649987,1.14017542429577,1.59515128539328,0.527225381164592,3277
"143",1211,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","female",23,27,"population","CTmin",8.75,10.5,"std_err",0.478713554,1.5,2,2,"raw_data","NA",29.675,-0.175,15.025,29.85,"lower",0.677003200558625,2.12132034355964,0.62706166361311,1.04915079124666,3277
"144",1206,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.1714245,-84.56780575,"adult","female",23,29,"population","CTmin",6.666666667,6.75,"std_err",0.421637021,1.030776406,4,4,"raw_data","NA",29.1,-4.58,12.3,33.68,"lower",0.843274042,2.061552812,0.0459597271689412,0.50013201853259,3277
"145",1207,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.1422926,-84.5282332,"adult","female",23,29,"population","CTmin",9,6,"std_err",5,0.948683298,5,5,"raw_data","NA",29.43333333,-4.216666667,12.63333333,33.65,"lower",11.1803398874989,2.12132034344669,-0.336547535529631,0.405663212183553,3277
"146",1208,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.5425726,-81.379745,"adult","female",23,29,"population","CTmin",4.571428571,5.4,"std_err",0.611677742,0.4,5,5,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"lower",1.36775301143558,0.894427190999916,0.647252173632344,0.42094676881359,3277
"147",1209,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51161714,-81.60796543,"adult","female",23,29,"population","CTmin",5.857142857,7.857142857,"std_err",0.553283335,0.670059394,7,7,"raw_data","NA",26.75,-5.475,10.375,32.225,"lower",1.46385010896644,1.77281052016665,1.15144183882815,0.333064939578712,3277
"148",1210,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74496529,-83.79297429,"adult","female",23,29,"population","CTmin",6.4,9.428571429,"std_err",0.6,0.297380857,7,7,"raw_data","NA",29,-0.65,14.375,29.65,"lower",1.58745078663875,0.786795792293262,2.2625736299771,0.468544265395277,3277
"149",1211,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","female",23,29,"population","CTmin",8.75,11.2,"std_err",0.478713554,1.113552873,5,5,"raw_data","NA",29.675,-0.175,15.025,29.85,"lower",1.07043604849452,2.48997992056819,1.15399942666427,0.466585733837073,3277
"150",1206,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.1714245,-84.56780575,"adult","female",25,27,"population","CTmin",7.333333333,8,"std_err",1.452966315,1.154700538,4,3,"raw_data","NA",29.1,-4.58,12.3,33.68,"lower",2.90593263,1.99999999934312,0.217080376437898,0.586699325464363,3277
"151",1207,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.1422926,-84.5282332,"adult","female",25,27,"population","CTmin",6,5.714285714,"std_err",1,0.644178536,5,7,"raw_data","NA",29.43333333,-4.216666667,12.63333333,33.65,"lower",2.23606797749979,1.70433620618167,-0.136273784576052,0.343630915538921,3277
"152",1208,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.5425726,-81.379745,"adult","female",25,27,"population","CTmin",4.833333333,5.571428571,"std_err",0.477260702,0.480928807,5,7,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"lower",1.06718737266127,1.27241802164898,0.570144341966527,0.356401499968661,3277
"153",1209,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51161714,-81.60796543,"adult","female",25,27,"population","CTmin",7,6.6,"std_err",1.303840481,0.871779789,7,5,"raw_data","NA",26.75,-5.475,10.375,32.225,"lower",3.44963766202484,1.94935886961442,-0.125424688784063,0.343512615880334,3277
"154",1210,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74496529,-83.79297429,"adult","female",25,27,"population","CTmin",7,8.6,"std_err",0,0.509901951,7,5,"raw_data","NA",29,-0.65,14.375,29.65,"lower",0,1.14017542429577,2.04738868085466,0.5175154932943,3277
"155",1211,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","female",25,27,"population","CTmin",8.5,10.5,"std_err",0.428174419,1.5,5,2,"raw_data","NA",29.675,-0.175,15.025,29.85,"lower",0.957427107110478,2.12132034355964,1.31570576775826,0.823648690522311,3277
"156",1206,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.1714245,-84.56780575,"adult","female",25,29,"population","CTmin",7.333333333,6.75,"std_err",1.452966315,1.030776406,4,4,"raw_data","NA",29.1,-4.58,12.3,33.68,"lower",2.90593263,2.061552812,-0.201121319866122,0.502528111581543,3277
"157",1207,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.1422926,-84.5282332,"adult","female",25,29,"population","CTmin",6,6,"std_err",1,0.948683298,5,5,"raw_data","NA",29.43333333,-4.216666667,12.63333333,33.65,"lower",2.23606797749979,2.12132034344669,0,0.4,3277
"158",1208,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.5425726,-81.379745,"adult","female",25,29,"population","CTmin",4.833333333,5.4,"std_err",0.477260702,0.4,5,5,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"lower",1.06718737266127,0.894427190999916,0.519530741025572,0.413495609543529,3277
"159",1209,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51161714,-81.60796543,"adult","female",25,29,"population","CTmin",7,7.857142857,"std_err",1.303840481,0.670059394,7,7,"raw_data","NA",26.75,-5.475,10.375,32.225,"lower",3.44963766202484,1.77281052016665,0.292517529526407,0.288770232324294,3277
"160",1210,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74496529,-83.79297429,"adult","female",25,29,"population","CTmin",7,9.428571429,"std_err",0,0.297380857,7,7,"raw_data","NA",29,-0.65,14.375,29.65,"lower",0,0.786795792293262,4.08557046126052,0.881853071211591,3277
"161",1211,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","female",25,29,"population","CTmin",8.5,11.2,"std_err",0.428174419,1.113552873,5,5,"raw_data","NA",29.675,-0.175,15.025,29.85,"lower",0.957427107110478,2.48997992056819,1.29206837250457,0.48347203396133,3277
"162",1206,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.1714245,-84.56780575,"adult","female",27,29,"population","CTmin",8,6.75,"std_err",1.154700538,1.030776406,4,4,"raw_data","NA",29.1,-4.58,12.3,33.68,"lower",2.309401076,2.061552812,-0.496020793089892,0.515377289198595,3277
"163",1207,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.1422926,-84.5282332,"adult","female",27,29,"population","CTmin",5.714285714,6,"std_err",0.644178536,0.948683298,5,5,"raw_data","NA",29.43333333,-4.216666667,12.63333333,33.65,"lower",1.4404269961423,2.12132034344669,0.142249169154394,0.401011741306256,3277
"164",1208,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.5425726,-81.379745,"adult","female",27,29,"population","CTmin",5.571428571,5.4,"std_err",0.480928807,0.4,5,5,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"lower",1.07538950478988,0.894427190999916,-0.156461494908157,0.401224009969445,3277
"165",1209,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51161714,-81.60796543,"adult","female",27,29,"population","CTmin",6.6,7.857142857,"std_err",0.871779789,0.670059394,7,7,"raw_data","NA",26.75,-5.475,10.375,32.225,"lower",2.30651251970636,1.77281052016665,0.571992032386409,0.297399103039769,3277
"166",1210,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74496529,-83.79297429,"adult","female",27,29,"population","CTmin",8.6,9.428571429,"std_err",0.509901951,0.297380857,7,7,"raw_data","NA",29,-0.65,14.375,29.65,"lower",1.34907375537264,0.786795792293262,0.702236932583345,0.303326311053002,3277
"167",1211,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","female",27,29,"population","CTmin",10.5,11.2,"std_err",1.5,1.113552873,5,5,"raw_data","NA",29.675,-0.175,15.025,29.85,"lower",3.35410196624968,2.48997992056819,0.21392442259102,0.402288182929045,3277
"168",1212,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.17084655,-84.56685837,"adult","uncertain",21,23,"population","CTmax",46.71428571,47.04807692,"std_err",0.087029671,0.077752945,11,11,"raw_data","NA",29.075,-4.6,12.275,33.675,"upper",0.288644764335074,0.25787734491014,1.17316761290071,0.213098232908162,3277
"169",1213,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.14345981,-84.52711486,"adult","uncertain",21,23,"population","CTmax",46.78481013,46.76470588,"std_err",0.10759971,0.116876316,8,7,"raw_data","NA",29.38,-4.26,12.58,33.64,"upper",0.304337938378824,0.309225666289399,-0.0617010147535658,0.26798404336453,3277
"170",1214,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.56740788,-81.35459788,"adult","uncertain",21,23,"population","CTmax",46.875,46.93243243,"std_err",0.0802981,0.086759681,8,8,"raw_data","NA",25.76666667,-6.033333333,9.566666667,31.8,"upper",0.227117324105582,0.245393435074727,0.229622735882653,0.25164770627607,3277
"171",1215,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51089967,-81.60951015,"adult","uncertain",21,23,"population","CTmax",46.98958333,47.14942529,"std_err",0.090678234,0.085782614,10,9,"raw_data","NA",26.76,-5.46,10.38,32.22,"upper",0.286749753641721,0.257347842,0.55858949698294,0.219322222325313,3277
"172",1216,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.72657913,-83.86933689,"adult","uncertain",21,23,"population","CTmax",47.48684211,47.45454545,"std_err",0.126343199,0.088823743,8,10,"raw_data","NA",29.22,-0.48,14.6,29.7,"upper",0.357352531078806,0.280885338181437,-0.097134059278094,0.225262084040884,3277
"173",1217,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.9058239,-83.95237526,"adult","uncertain",21,23,"population","CTmax",47.23076923,47.3125,"std_err",0.079381301,0.070247641,8,8,"raw_data","NA",29.6,-0.24,14.94,29.84,"upper",0.224524224946042,0.198690333253833,0.364427709921504,0.254150236117457,3277
"174",1224,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.17056158,-84.56639124,"adult","uncertain",21,25,"population","CTmax",46.71428571,47.42105263,"std_err",0.087029671,0.070743316,8,8,"raw_data","NA",29.2,-4.48,12.4,33.68,"upper",0.246157082114137,0.200092313868891,2.97845451003245,0.527224727135395,3277
"175",1225,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.13682111,-84.521299,"adult","uncertain",21,25,"population","CTmax",46.78481013,47.27777778,"std_err",0.10759971,0.086588524,9,9,"raw_data","NA",29.24,-4.36,12.44,33.6,"upper",0.32279913,0.259765572,1.60224729130262,0.29353323284685,3277
"176",1226,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.55862773,-81.36348827,"adult","uncertain",21,25,"population","CTmax",46.875,47.27272727,"std_err",0.0802981,0.052936923,9,9,"raw_data","NA",25.7,-6.116666667,9.483333333,31.81666667,"upper",0.2408943,0.158810769,1.85634445793705,0.317944854069822,3277
"177",1227,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.508968,-81.613669,"adult","uncertain",21,25,"population","CTmax",46.98958333,47.43010753,"std_err",0.090678234,0.077050965,10,10,"raw_data","NA",26.76666667,-5.466666667,10.38333333,32.23333333,"upper",0.286749753641721,0.243656545313916,1.58550508287072,0.262845659195223,3277
"178",1228,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74090243,-83.82867771,"adult","uncertain",21,25,"population","CTmax",47.48684211,47.72857143,"std_err",0.126343199,0.17846995,7,7,"raw_data","NA",29.33333333,-0.383333333,14.71666667,29.71666667,"upper",0.334272684398344,0.472187104198132,0.553052101848514,0.296638093834252,3277
"179",1229,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.898203,-83.95666,"adult","uncertain",21,25,"population","CTmax",47.23076923,47.58571429,"std_err",0.079381301,0.074746936,7,7,"raw_data","NA",29.675,-0.175,15.025,29.85,"upper",0.210023181194763,0.197761803920061,1.62859284139281,0.380439808679854,3277
"180",1230,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.17032907,-84.56601011,"adult","uncertain",21,27,"population","CTmax",46.71428571,47.15662651,"std_err",0.087029671,0.052785829,9,9,"raw_data","NA",29.225,-4.45,12.425,33.675,"upper",0.261089013,0.158357487,1.95080095839907,0.327934010535854,3277
"181",1231,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.13456563,-84.51737175,"adult","uncertain",21,27,"population","CTmax",46.78481013,47.475,"std_err",0.10759971,0.068839843,8,8,"raw_data","NA",29.15,-4.45,12.35,33.6,"upper",0.304337938378824,0.194708479204469,2.55380354158749,0.453809766532025,3277
"182",1232,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_rural",41.54301858,-81.37929342,"adult","uncertain",21,27,"population","CTmax",46.875,47.50505051,"std_err",0.0802981,0.05984543,10,10,"raw_data","NA",25.8,-6.033333333,9.566666667,31.83333333,"upper",0.253924887783967,0.189247866352171,2.69439401509806,0.381493977714907,3277
"183",1233,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cle_urban",41.51205867,-81.60701483,"adult","uncertain",21,27,"population","CTmax",46.98958333,47.85714286,"std_err",0.090678234,0.081478832,9,9,"raw_data","NA",26.74,-5.46,10.36,32.2,"upper",0.272034702,0.244436496,3.19460186735867,0.50570780808143,3277
"184",1234,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_rural",35.74586644,-83.82503044,"adult","uncertain",21,27,"population","CTmax",47.48684211,48.06666667,"std_err",0.126343199,0.081802417,9,9,"raw_data","NA",29.325,-0.4,14.7,29.725,"upper",0.379029597,0.245407251,1.72929202264646,0.305290302766353,3277
"185",1235,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Knx_urban",35.90707509,-83.95167179,"adult","uncertain",21,27,"population","CTmax",47.23076923,48.13432836,"std_err",0.079381301,0.101760892,7,7,"raw_data","NA",29.575,-0.25,14.925,29.825,"upper",0.210023181194763,0.269234013424102,3.50249334484942,0.723837843954088,3277
"186",1236,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",21,29,"population","CTmax",46.71428571,47.575,"std_err",0.087029671,0.077080839,8,8,"raw_data","NA",29.2,-4.48,12.4,33.68,"upper",0.246157082114137,0.218017535825794,3.49925072901054,0.632648614515026,3277
"187",1237,"MS","NA","NA","Diamond_et_al_2018","10.1098/rspb.2018.0036","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","yes","2016","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",21,29,"population","CTmax",46.78481013,47.26315789,"std_err",0.10759971,0.092467958,8,8,"raw_data","NA",29.525,-4.15,12.725,33.675,"upper",0.304337938378824,0.261538880577092,1.59359233625602,0.329360516692935,3277
