,primary,checked_by,needs_review,study,doi,taxon,phylum,common_name,number_of_populations,ecosystem,dispersal_mode,acclimation_time,envtl_data_reported,year,source_population,latitude,longitude,life_history_stage,sex,acclimation_temperature,measurement_level,thermal_limit_type,thermal_limit,thermal_limit_error_type,thermal_limit_error,n,figure_table,notes,max_temp,min_temp,mean_temp,temp_range,upper_lower
244,AV,NA,NA,Campbell_Staton_et_al_2018,10.1111/mec.14580,Anolis_carolinensis,Chordata,lizard,5,terrestrial,uncertain,<1,no,2013,Brownsville,25.894346,-97.489169,adult,uncertain,20,population,CTmin,8.36535662,std_err,0.505822416,10,fig_7,NA,32.025,13.55,23.8,18.475,lower
245,AV,NA,NA,Campbell_Staton_et_al_2018,10.1111/mec.14580,Anolis_carolinensis,Chordata,lizard,5,terrestrial,uncertain,<1,no,2013,Hodgen,34.784382,-94.694722,adult,uncertain,30,population,CTmin,7.79767103,std_err,0.43668122,10,fig_8,NA,32.18,-0.18,16.2,32.36,lower
246,AV,NA,NA,Campbell_Staton_et_al_2018,10.1111/mec.14580,Anolis_carolinensis,Chordata,lizard,5,terrestrial,uncertain,<1,no,2013,Arlington,32.768686,-97.08369,adult,uncertain,30,population,CTmin,8.30349345,std_err,0.5713246,9,fig_9,NA,34.6,2.5,18.9,32.1,lower
247,AV,NA,NA,Campbell_Staton_et_al_2018,10.1111/mec.14580,Anolis_carolinensis,Chordata,lizard,5,terrestrial,uncertain,<1,no,2013,Austin,30.24407,-97.720786,adult,uncertain,30,population,CTmin,8.43085881,std_err,0.28384279,14,fig_10,NA,34.7,5.45,20.6,29.25,lower
248,AV,NA,NA,Campbell_Staton_et_al_2018,10.1111/mec.14580,Anolis_carolinensis,Chordata,lizard,5,terrestrial,uncertain,<1,no,2013,Victoria,28.818269,-97.024316,adult,uncertain,30,population,CTmin,9.64628821,std_err,0.37117904,15,fig_11,NA,32.825,8.05,21.5,24.775,lower
249,AV,NA,NA,Campbell_Staton_et_al_2018,10.1111/mec.14580,Anolis_carolinensis,Chordata,lizard,5,terrestrial,uncertain,<1,no,2013,Brownsville,25.894346,-97.489169,adult,uncertain,30,population,CTmin,10.1229985,std_err,0.64774381,9,fig_12,NA,32.025,13.55,23.8,18.475,lower
250,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,PP,27,-114.03,adult,male,19,population,LD50_high,38.2768595,std_err,0.016528926,4,Fig_2,NA,31.4,13.1,21.5,18.3,upper
251,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,SR,28.65,-114.25,adult,male,19,population,LD50_high,37.79752066,std_err,0.05785124,4,Fig_2,NA,33.55,12.4,22.3,21.15,upper
252,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,CB,32.67119,-117.241911,adult,male,19,population,LD50_high,36.5661157,std_err,0.115702479,4,Fig_2,NA,27.975,10.15,18.175,17.825,upper
253,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,BD,32.8167,-117.267,adult,male,19,population,LD50_high,36.52479339,std_err,0.066115702,4,Fig_2,NA,28.35,9.9,18.2,18.45,upper
254,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,BR,38.303333,-123.059559,adult,male,19,population,LD50_high,34.77272727,std_err,0.016528926,4,Fig_2,NA,23.725,7.3,14.8,16.425,upper
255,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,SA,38.573651,-123.339033,adult,male,19,population,LD50_high,34.79752066,std_err,0.090909091,4,Fig_2,NA,22.66,7.74,14.5,14.92,upper
256,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,SH,44.25,-124.1,adult,male,19,population,LD50_high,35.23553719,std_err,0.033057851,4,Fig_2,NA,19.575,4.825,11.125,14.75,upper
257,AP,NA,NA,Kelly_et_al_2012,10.1098/rspb.2011.0542,Tigriopus_californicus,Arthropoda,copepod,8,intertidal,planktonic,2+,yes,uncertain,FC,44.83,-124.05,adult,male,19,population,LD50_high,35.35950413,std_err,0.024793388,4,Fig_2,NA,20.54,5.26,11.66,15.28,upper
258,AP,NA,NA,Kleynhans_et_al_2014,10.1111/jeb.12390,Eldana_saccharina,Arthropoda,African_sugarcane_borer,4,terrestrial,uncertain,2+,yes,uncertain,Midlands_south,-29.9,30.6,adult,uncertain,10,population,CTmin,2.82,std_err,0.09,3,Table_2,NA,25.475,7.675,17.675,17.8,lower
259,AP,NA,NA,Kleynhans_et_al_2014,10.1111/jeb.12390,Eldana_saccharina,Arthropoda,African_sugarcane_borer,4,terrestrial,uncertain,2+,yes,uncertain,Midlands_north,-29.3,30.8,adult,uncertain,10,population,CTmin,3.9,std_err,0.09,3,Table_2,NA,25.675,6.725,17.425,18.95,lower
260,AP,NA,NA,Kleynhans_et_al_2014,10.1111/jeb.12390,Eldana_saccharina,Arthropoda,African_sugarcane_borer,4,terrestrial,uncertain,2+,yes,uncertain,Umfolozi,-28.5,32.3,adult,uncertain,10,population,CTmin,6.91,std_err,0.09,3,Table_2,NA,28.6,15.125,22.4,13.475,lower
261,AP,NA,NA,Kleynhans_et_al_2014,10.1111/jeb.12390,Eldana_saccharina,Arthropoda,African_sugarcane_borer,4,terrestrial,uncertain,2+,yes,uncertain,Malelane_,-25.5,31.6,adult,uncertain,10,population,CTmin,7.15,std_err,0.09,3,Table_2,NA,27.5,8.15,19.45,19.35,lower
262,AV,NA,NA,Castaneda_et_al_2004,10.1016/j.jinsphys.2005.08.005,Porcellio_laevis,Arthropoda,isopod,3,terrestrial,uncertain,<1,yes,uncertain,Antofagasta,-23.633,-60.4333,adult,male,21,population,chill_coma,3.244,std_err,0.173709,25,fig_4,NA,33,12.95,23.9,20.05,lower
263,AV,NA,NA,Castaneda_et_al_2004,10.1016/j.jinsphys.2005.08.005,Porcellio_laevis,Arthropoda,isopod,3,terrestrial,uncertain,<1,yes,uncertain,La_Serena,-29.9166,-71.25,adult,male,21,population,chill_coma,2.3004,std_err,0.187793,25,fig_4,NA,30.625,9.95,20.925,20.675,lower
264,AV,NA,NA,Castaneda_et_al_2004,10.1016/j.jinsphys.2005.08.005,Porcellio_laevis,Arthropoda,isopod,3,terrestrial,uncertain,<1,yes,uncertain,Santiago,-33.833,-70.7,adult,male,21,population,chill_coma,1.5211,std_err,0.258216,25,fig_4,NA,31.025,3.35,16.4,27.675,lower
265,AV,NA,NA,Castaneda_et_al_2004,10.1016/j.jinsphys.2005.08.005,Porcellio_laevis,Arthropoda,isopod,3,terrestrial,uncertain,<1,yes,uncertain,Antofagasta,-23.633,-60.4333,adult,male,21,population,heat_coma,36.9493,std_err,0.360563,25,fig_4,NA,33,12.95,23.9,20.05,upper
266,AV,NA,NA,Castaneda_et_al_2004,10.1016/j.jinsphys.2005.08.005,Porcellio_laevis,Arthropoda,isopod,3,terrestrial,uncertain,<1,yes,uncertain,La_Serena,-29.9166,-71.25,adult,male,21,population,heat_coma,37.11831,std_err,0.290141,25,fig_4,NA,30.625,9.95,20.925,20.675,upper
267,AV,NA,NA,Castaneda_et_al_2004,10.1016/j.jinsphys.2005.08.005,Porcellio_laevis,Arthropoda,isopod,3,terrestrial,uncertain,<1,yes,uncertain,Santiago,-33.833,-70.7,adult,male,21,population,heat_coma,37.7493,std_err,0.349296,25,fig_4,NA,31.025,3.35,16.4,27.675,upper
268,AV,NA,NA,Chen_et_al_2001,10.2108/zsj.18.591,Buergeria_japonica,Chordata,frog,2,terrestrial,uncertain,<1,yes,1998,Chukou,23.45,120.605,juvenile,uncertain,22,population,CTmax,42.42424,std_err,0.689394,12,fig_4,NA,29.05,11.55,21.325,17.5,upper
269,AV,NA,NA,Chen_et_al_2001,10.2108/zsj.18.591,Buergeria_japonica,Chordata,frog,2,terrestrial,uncertain,<1,yes,1998,Chukou,23.45,120.605,juvenile,uncertain,32,population,CTmax,43.95455,std_err,0.212121,12,fig_4,NA,29.05,11.55,21.325,17.5,upper
270,AV,NA,NA,Chen_et_al_2001,10.2108/zsj.18.591,Buergeria_japonica,Chordata,frog,2,terrestrial,uncertain,<1,yes,1998,Jentse,24.553,121.5,juvenile,uncertain,22,population,CTmax,44.45455,std_err,0.348485,12,fig_4,NA,28.325,9.85,19.25,18.475,upper
271,AV,NA,NA,Chen_et_al_2001,10.2108/zsj.18.591,Buergeria_japonica,Chordata,frog,2,terrestrial,uncertain,<1,yes,1998,Jentse,24.553,121.5,juvenile,uncertain,32,population,CTmax,43.93182,std_err,0.704545,12,fig_4,NA,28.325,9.85,19.25,18.475,upper
272,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,NOE_1,60.86167,9.68806,uncertain,uncertain,22,individual,CTmin,0.9,std_err,1.43,5,Table_3,NA,18.525,-8.5375,3.4125,27.0625,lower
273,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,SWL_1A,60.12861,15.1694,uncertain,uncertain,22,individual,CTmin,3.08,std_err,1,5,Table_3,NA,21.0375,-8.0375,5.1625,29.075,lower
274,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,SWV_2A,60.10583,15.968611,uncertain,uncertain,22,individual,CTmin,-1.72,std_err,2.48,5,Table_3,NA,21.31428571,-8.2,5.171428571,29.51428571,lower
275,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GLP_3,54.2356,10.4183,uncertain,uncertain,22,individual,CTmin,2.94,std_err,0.76,5,Table_3,NA,20.43333333,-1.033333333,8.75,21.46666667,lower
276,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GLA_1,51.37056,12.320833,uncertain,uncertain,22,individual,CTmin,2.4,std_err,1.11,5,Table_3,NA,23.48,-2.02,9.58,25.5,lower
277,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_1A,51.363056,12.63389,uncertain,uncertain,22,individual,CTmin,4,std_err,1.12,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,lower
278,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_1B,51.363056,12.63389,uncertain,uncertain,22,individual,CTmin,3.8,std_err,0.78,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,lower
279,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_2,51.363056,12.63389,uncertain,uncertain,22,individual,CTmin,4.12,std_err,0.63,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,lower
280,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_3,51.363056,12.63389,uncertain,uncertain,22,individual,CTmin,3.32,std_err,0.72,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,lower
281,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,MRK_1,51.2561,14.22194,uncertain,uncertain,22,individual,CTmin,3.33,std_err,0.73,5,Table_3,NA,23.36666667,-2.733333333,9.25,26.1,lower
282,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,IT_1,46.070278,11.12167,uncertain,uncertain,22,individual,CTmin,3.14,std_err,2.76,5,Table_3,NA,27.44,-1.26,12.62,28.7,lower
283,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,FVC_2A,43.430278,6.1267,uncertain,uncertain,22,individual,CTmin,4.22,std_err,0.69,5,Table_3,NA,27.16,3.74,14.48,23.42,lower
284,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GRL_1,41.0075,22.2761,uncertain,uncertain,22,individual,CTmin,6.75,std_err,0.65,5,Table_3,NA,25,-5.9,8.5,30.9,lower
285,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,POE_1,38.7767,-7.171389,uncertain,uncertain,22,individual,CTmin,4.31,std_err,0.96,5,Table_3,NA,32.8,5.52,17.32,27.28,lower
286,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,ESH_2,38.49278,-1.79861,uncertain,uncertain,22,individual,CTmin,3.47,std_err,1.52,5,Table_3,NA,32.775,3.025,16.125,29.75,lower
287,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,INP_3,-0.94083,119.9,uncertain,uncertain,22,individual,CTmin,9.72,std_err,0.52,5,Table_3,NA,29.525,24.525,26.85,5,lower
288,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,INK_1,-1.326389,120.3089,uncertain,uncertain,22,individual,CTmin,9.38,std_err,0.83,5,Table_3,NA,20.45,13.95,17.025,6.5,lower
289,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,INL_1,-1.3325,120.05167,uncertain,uncertain,22,individual,CTmin,9.63,std_err,0.69,5,Table_3,NA,24.575,18.275,21.275,6.3,lower
290,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,NOE_1,60.86167,9.68806,uncertain,uncertain,22,individual,CTmax,32.25,std_err,0.02,5,Table_3,NA,18.525,-8.5375,3.4125,27.0625,upper
291,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,SWL_1A,60.12861,15.1694,uncertain,uncertain,22,individual,CTmax,33.84,std_err,0.07,5,Table_3,NA,21.0375,-8.0375,5.1625,29.075,upper
292,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,SWV_2A,60.10583,15.968611,uncertain,uncertain,22,individual,CTmax,32.13,std_err,0.05,5,Table_3,NA,21.31428571,-8.2,5.171428571,29.51428571,upper
293,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GLP_3,54.2356,10.4183,uncertain,uncertain,22,individual,CTmax,33.82,std_err,0.05,5,Table_3,NA,20.43333333,-1.033333333,8.75,21.46666667,upper
294,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GLA_1,51.37056,12.320833,uncertain,uncertain,22,individual,CTmax,33.54,std_err,0.06,5,Table_3,NA,23.48,-2.02,9.58,25.5,upper
295,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_1A,51.363056,12.63389,uncertain,uncertain,22,individual,CTmax,33.33,std_err,0.06,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,upper
296,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_1B,51.363056,12.63389,uncertain,uncertain,22,individual,CTmax,34.03,std_err,0.06,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,upper
297,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_2,51.363056,12.63389,uncertain,uncertain,22,individual,CTmax,34.29,std_err,0.05,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,upper
298,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GMA_3,51.363056,12.63389,uncertain,uncertain,22,individual,CTmax,33.72,std_err,0.04,5,Table_3,NA,23.3,-2.233333333,9.366666667,25.53333333,upper
299,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,MRK_1,51.2561,14.22194,uncertain,uncertain,22,individual,CTmax,34.28,std_err,0.06,5,Table_3,NA,23.36666667,-2.733333333,9.25,26.1,upper
300,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,IT_1,46.070278,11.12167,uncertain,uncertain,22,individual,CTmax,33.02,std_err,0.11,5,Table_3,NA,27.44,-1.26,12.62,28.7,upper
301,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,FVC_2A,43.430278,6.1267,uncertain,uncertain,22,individual,CTmax,33.86,std_err,0.05,5,Table_3,NA,27.16,3.74,14.48,23.42,upper
302,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,GRL_1,41.0075,22.2761,uncertain,uncertain,22,individual,CTmax,35.12,std_err,0.06,5,Table_3,NA,25,-5.9,8.5,30.9,upper
303,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,POE_1,38.7767,-7.171389,uncertain,uncertain,22,individual,CTmax,33.89,std_err,0.07,5,Table_3,NA,32.8,5.52,17.32,27.28,upper
304,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,ESH_2,38.49278,-1.79861,uncertain,uncertain,22,individual,CTmax,32.96,std_err,0.06,5,Table_3,NA,32.775,3.025,16.125,29.75,upper
305,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,INP_3,-0.94083,119.9,uncertain,uncertain,22,individual,CTmax,36.6,std_err,0.13,5,Table_3,NA,29.525,24.525,26.85,5,upper
306,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,INK_1,-1.326389,120.3089,uncertain,uncertain,22,individual,CTmax,35.46,std_err,0.07,5,Table_3,NA,20.45,13.95,17.025,6.5,upper
307,AP,NA,NA,Krenek_et_al_2012,10.1371/journal.pone.0030598,Paramecium__caudatum,Ciliophora,Paramecium,18,freshwater,uncertain,2+,yes,uncertain,INL_1,-1.3325,120.05167,uncertain,uncertain,22,individual,CTmax,35.31,std_err,0.06,5,Table_3,NA,24.575,18.275,21.275,6.3,upper
308,SGW,NA,NA,Gatz_1973,jstor.org/stable/3892016,Ambystoma_maculatu,Chordata,Salamander,3,freshwater,uncertain,2+,yes,1971,Durham_county,36.116099,-78.876377,adult,uncertain,13,individual,CTmax,35.4,std_dev,0.4,52,Table,coordinates are approx. email authoer?,30.325,0.4,15.6,29.925,upper
309,SGW,NA,NA,Gatz_1973,jstor.org/stable/3892016,Ambystoma_maculatu,Chordata,Salamander,3,freshwater,uncertain,2+,yes,1971,Orange_county,36.156212,-79.143777,adult,uncertain,13,individual,CTmax,35.8,std_dev,0.3,51,Table,coordinates are approx. email authoer?,29.9,-0.04,15.12,29.94,upper
310,SGW,NA,NA,Gatz_1973,jstor.org/stable/3892016,Ambystoma_maculatu,Chordata,Salamander,3,freshwater,uncertain,2+,yes,1971,Carlisle,40.186054,-77.194661,adult,uncertain,13,individual,CTmax,35.5,std_dev,0.3,27,Table,coordinates are approx. email authoer?,29.1,-4.06,12.1,33.16,upper
311,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Trachemys_scripta_elegans,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haikou,19.76666667,110.3166667,juvenile,uncertain,29,individual,CTmax,42.58,std_err,0.339,8,Figure,NA,30.9,15.7,24.6,15.2,upper
312,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Trachemys_scripta_elegans,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haining,30.31666667,120.4166667,juvenile,uncertain,29,individual,CTmax,43.03,std_err,0.271,8,Figure,NA,33,0.9,17.5,32.1,upper
313,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Mauremys_reevesii,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haikou,19.76666667,110.3166667,juvenile,uncertain,29,individual,CTmax,41.99,std_err,0.203,8,Figure,NA,30.9,15.7,24.6,15.2,upper
314,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Mauremys_reevesii,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haining,30.31666667,120.4166667,juvenile,uncertain,29,individual,CTmax,42.22,std_err,0.339,8,Figure,NA,33,0.9,17.5,32.1,upper
315,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Trachemys_scripta_elegans,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haikou,19.76666667,110.3166667,juvenile,uncertain,29,individual,CTmin,1.95,std_err,0.265,8,Figure,NA,30.9,15.7,24.6,15.2,lower
316,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Trachemys_scripta_elegans,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haining,30.31666667,120.4166667,juvenile,uncertain,29,individual,CTmin,1.23,std_err,0.055,8,Figure,NA,33,0.9,17.5,32.1,lower
317,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Mauremys_reevesii,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haikou,19.76666667,110.3166667,juvenile,uncertain,29,individual,CTmin,1.97,std_err,0.181,8,Figure,NA,30.9,15.7,24.6,15.2,lower
318,SGW,NA,NA,Geng_et_al_2018,10.13128/Acta_Herpetol-20887,Mauremys_reevesii,Chordata,Turtle,2,freshwater,uncertain,1,yes,2016,Haining,30.31666667,120.4166667,juvenile,uncertain,29,individual,CTmin,1.49,std_err,0.461,8,Figure,NA,33,0.9,17.5,32.1,lower
319,SGW,NA,NA,Gianoli_et_al_2004,10.1093/treephys/tpn007,Colobanthus_quitensis,Tracheophyta ,pearlwort,2,terrestrial,uncertain,2+,yes,1997,Antarctic,-62.23333333,-58.8,uncertain,uncertain,4,population,LD50_low,-14.47,std_err,0.23,5,Figure,NA,1.82,-8.26,-2.32,10.08,lower
320,SGW,NA,NA,Gianoli_et_al_2004,10.1093/treephys/tpn007,Colobanthus_quitensis,Tracheophyta ,pearlwort,2,terrestrial,uncertain,2+,yes,2001,Andean,-33.36666667,-70.35,uncertain,uncertain,4,population,LD50_low,-10.34,std_err,0.31,5,Figure,NA,22,-5.25,7.65,27.25,lower
321,JMB,NA,NA,Dammarck_et_al_2018,10.1016/j.jtherbio.2018.06.003,Gasterosteus_aculeatus,Chordata,sickleback,4,freshwater,direct,<1,yes,2014,HAL,56.3673,9.333352,adult,uncertain,16,individual,CTmax,31.49527897,std_err,0.515021459,20,fig_2,Study looked at the CTmax of threespine sicklebacks and the heat shock gene expression after thermal stress,19.575,-1.3125,8.2,20.8875,upper
322,JMB,NA,NA,Dammarck_et_al_2018,10.1016/j.jtherbio.2018.06.003,Gasterosteus_aculeatus,Chordata,sickleback,4,freshwater,direct,<1,yes,2014,KNU,56.099821,9.783578,adult,uncertain,16,individual,CTmax,31.85579399,std_err,0.401716738,20,fig_2,Study looked at the CTmax of threespine sicklebacks and the heat shock gene expression after thermal stress,19.6125,-1.325,8.2125,20.9375,upper
323,JMB,NA,NA,Dammarck_et_al_2018,10.1016/j.jtherbio.2018.06.003,Gasterosteus_aculeatus,Chordata,sickleback,4,freshwater,direct,<1,yes,2014,BOT,56.160444,10.190847,adult,uncertain,16,individual,CTmax,31.30987124,std_err,0.494420601,20,fig_2,Study looked at the CTmax of threespine sicklebacks and the heat shock gene expression after thermal stress,19.51666667,-1.183333333,8.316666667,20.7,upper
324,JMB,NA,NA,Dammarck_et_al_2018,10.1016/j.jtherbio.2018.06.003,Gasterosteus_aculeatus,Chordata,sickleback,4,freshwater,direct,<1,yes,2014,THO,56.121454,10.213345,adult,uncertain,16,individual,CTmax,31.41287554,std_err,0.305579399,20,fig_2,Study looked at the CTmax of threespine sicklebacks and the heat shock gene expression after thermal stress,19.46666667,-1.15,8.35,20.61666667,upper
325,JMB,NA,NA,Darveau_et_al_2012,10.1086/665539,Couesius_plumbeus,Chordata,lake_chub,3,freshwater,direct,<1,yes,2005,Atlin_warm_spring,59.40388333,-133.5753361,adult,uncertain,5,individual,CTmin,0.214285714,std_err,0.523809524,11,fig_1,"Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",16.9875,-14.0125,0.75,31,lower
326,JMB,NA,NA,Darveau_et_al_2012,10.1086/665539,Couesius_plumbeus,Chordata,lake_chub,3,freshwater,direct,<1,yes,2005,liard_hot_spring,59.428525,-126.0884222,adult,uncertain,5,individual,CTmin,0.30952381,std_err,0.380952381,11,fig_1,"Study looked at the CTmin and CTmax of lake chub from three different populations: hot spring, warm sping and a lake population",20.2625,-19.0625,0.4375,39.325,lower
