"","primary","checked_by","needs_review","study","doi","taxon","phylum","common_name","number_of_populations","ecosystem","dispersal_mode","acclimation_time","envtl_data_reported","year","source_population","latitude","longitude","life_history_stage","sex","acclimation_temperature","measurement_level","thermal_limit_type","thermal_limit","thermal_limit_error_type","thermal_limit_error","n","figure_table","notes","max_temp","min_temp","mean_temp","temp_range","upper_lower"
"355","JMB",NA,NA,"Wei_Guo_2006","stand_in_1","Takydromus_septentrionalis","Chordata","grass_lizard",2,"terrestrial","uncertain","<1","yes","2001","Ningde",26.66666667,119.55,"adult","male","24","individual","CTmin",3.58,"std_err",0.17,18,"table_1","Looked at the thermal tolerance of grass lizard in China",33.025,7.175,20.4,25.85,"lower"
"356","JMB",NA,NA,"Wei_Guo_2006","stand_in_1","Takydromus_septentrionalis","Chordata","grass_lizard",2,"terrestrial","uncertain","<1","yes","2001","Guiyang",26.5,106.6666667,"adult","male","24","individual","CTmin",3.37,"std_err",0.09,18,"table_1","Looked at the thermal tolerance of grass lizard in China",26.9,1.55,15.65,25.35,"lower"
"357","JMB",NA,NA,"Wei_Guo_2006","stand_in_1","Takydromus_septentrionalis","Chordata","grass_lizard",2,"terrestrial","uncertain","<1","yes","2001","Ningde",26.66666667,119.55,"adult","male","24","individual","CTmax",41.52,"std_err",0.11,18,"table_1","Looked at the thermal tolerance of grass lizard in China",33.025,7.175,20.4,25.85,"upper"
"358","JMB",NA,NA,"Wei_Guo_2006","stand_in_1","Takydromus_septentrionalis","Chordata","grass_lizard",2,"terrestrial","uncertain","<1","yes","2001","Guiyang",26.5,106.6666667,"adult","male","24","individual","CTmax",41.2,"std_err",0.2,18,"table_1","Looked at the thermal tolerance of grass lizard in China",26.9,1.55,15.65,25.35,"upper"
"359","MWK",NA,NA,"Reitzel_et_al_2013","10.3354/meps10281","Nematostella_vectensis","Cnidaria","anemone",3,"ocean","planktonic","1","yes","2008","Sippewissett",41.6,-70.6,"juvenile","uncertain","21","population","LD50_high",37.28,"std_dev",0.14,4,"figure_3","only latitude reported, found longitude of sites on Google Maps. Latitude of sippewissett also seemed to be wrong -should be 41.55 not 41.35. also reported LD50 for two durations of thermal stress - chose the longer one (6 hrs) - based on their environmental data, shorter duration (30 min) seemed less ecologically relevant.",21.0699996948242,0.755999982357025,11.2600002288818,20.3139997124672,"upper"
"360","MWK",NA,NA,"Reitzel_et_al_2013","10.3354/meps10281","Nematostella_vectensis","Cnidaria","anemone",3,"ocean","planktonic","1","yes","2008","Rhode_River",38.89,-76.54,"juvenile","uncertain","21","population","LD50_high",37.85,"std_dev",0.56,4,"figure_4","only latitude reported, found longitude of sites on Google Maps. Latitude of sippewissett also seemed to be wrong -should be 41.55 not 41.35. also reported LD50 for two durations of thermal stress - chose the longer one (6 hrs) - based on their environmental data, shorter duration (30 min) seemed less ecologically relevant.",27.57200050354,-0.0280000008642673,11.7720003128052,27.6000005044043,"upper"
"361","MWK",NA,NA,"Reitzel_et_al_2013","10.3354/meps10281","Nematostella_vectensis","Cnidaria","anemone",3,"ocean","planktonic","1","yes","2008","Baruch",33.19,-79.2,"juvenile","uncertain","21","population","LD50_high",39.01,"std_dev",0.14,4,"figure_5","only latitude reported, found longitude of sites on Google Maps. Latitude of sippewissett also seemed to be wrong -should be 41.55 not 41.35. also reported LD50 for two durations of thermal stress - chose the longer one (6 hrs) - based on their environmental data, shorter duration (30 min) seemed less ecologically relevant.",29.25,12.8990001678467,21.943000793457,16.3509998321533,"upper"
"362","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","MO",31.1833333333333,-8.25,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmax",39.029,"std_dev",0.54796177,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",33.175,1.05,15.9,32.125,"upper"
"363","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SP",41.7166666666667,2.2,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmax",39.0955,"std_dev",0.71886222,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",25.25,1.775,12.5,23.475,"upper"
"364","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SE",43.55,20.75,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmax",38.5725,"std_dev",0.71379545,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",23.275,-6.325,7.85,29.6,"upper"
"365","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","DE",55.9333333333333,10.2,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmax",38.54,"std_dev",0.71473956,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",19.35,-0.9,8.425,20.25,"upper"
"366","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","SW",59.8166666666667,17.9,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmax",38.5125,"std_dev",0.42534042,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",20.325,-5.85,6.1625,26.175,"upper"
"367","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","MO",31.1833333333333,-8.25,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmax",38.935,"std_dev",0.76133885,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",33.175,1.05,15.9,32.125,"upper"
"368","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SP",41.7166666666667,2.2,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmax",39.319,"std_dev",0.69730232,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",25.25,1.775,12.5,23.475,"upper"
"369","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SE",43.55,20.75,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmax",38.6645,"std_dev",0.58362276,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",23.275,-6.325,7.85,29.6,"upper"
"370","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","DE",55.9333333333333,10.2,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmax",38.526,"std_dev",0.76741809,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",19.35,-0.9,8.425,20.25,"upper"
"371","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","SW",59.8166666666667,17.9,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmax",38.2926667,"std_dev",0.42048385,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",20.325,-5.85,6.1625,26.175,"upper"
"372","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","MO",31.1833333333333,-8.25,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmax",38.9235,"std_dev",0.82893892,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",33.175,1.05,15.9,32.125,"upper"
"373","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SP",41.7166666666667,2.2,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmax",38.9475,"std_dev",0.72281522,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",25.25,1.775,12.5,23.475,"upper"
"374","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SE",43.55,20.75,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmax",38.5047368,"std_dev",0.50143537,19,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",23.275,-6.325,7.85,29.6,"upper"
"375","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","DE",55.9333333333333,10.2,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmax",38.3045,"std_dev",0.60490517,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",19.35,-0.9,8.425,20.25,"upper"
"376","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","SW",59.8166666666667,17.9,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmax",38.514,"std_dev",0.74554396,20,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",20.325,-5.85,6.1625,26.175,"upper"
"377","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","MO",31.1833333333333,-8.25,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmin",-0.044,"std_dev",1.38908912,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",33.175,1.05,15.9,32.125,"lower"
"378","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SP",41.7166666666667,2.2,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmin",0.04866667,"std_dev",1.1476116,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",25.25,1.775,12.5,23.475,"lower"
"379","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SE",43.55,20.75,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmin",0.365,"std_dev",1.73691482,14,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",23.275,-6.325,7.85,29.6,"lower"
"380","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","DE",55.9333333333333,10.2,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmin",-0.0366667,"std_dev",0.92598725,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",19.35,-0.9,8.425,20.25,"lower"
"381","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","SW",59.8166666666667,17.9,"adult","male","23 degrees C, 12:12 light cycle","individual","CTmin",-0.1426667,"std_dev",1.77831568,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",20.325,-5.85,6.1625,26.175,"lower"
"382","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","MO",31.1833333333333,-8.25,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmin",-0.5053333,"std_dev",1.73785938,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",33.175,1.05,15.9,32.125,"lower"
"383","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SP",41.7166666666667,2.2,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmin",0.52666667,"std_dev",3.18069842,12,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",25.25,1.775,12.5,23.475,"lower"
"384","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SE",43.55,20.75,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmin",0.31333333,"std_dev",1.26446864,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",23.275,-6.325,7.85,29.6,"lower"
"385","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","DE",55.9333333333333,10.2,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmin",-0.4986667,"std_dev",1.75696925,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",19.35,-0.9,8.425,20.25,"lower"
"386","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","SW",59.8166666666667,17.9,"adult","male","23 degrees C, 18:6 light cycle","individual","CTmin",-0.7536364,"std_dev",2.21974446,11,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",20.325,-5.85,6.1625,26.175,"lower"
"387","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","MO",31.1833333333333,-8.25,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmin",-0.2786667,"std_dev",2.02948222,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",33.175,1.05,15.9,32.125,"lower"
"388","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SP",41.7166666666667,2.2,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmin",-0.31,"std_dev",1.69355501,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",25.25,1.775,12.5,23.475,"lower"
"389","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2015","SE",43.55,20.75,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmin",0.57866667,"std_dev",2.01179332,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",23.275,-6.325,7.85,29.6,"lower"
"390","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","DE",55.9333333333333,10.2,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmin",0.462,"std_dev",1.34996402,15,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",19.35,-0.9,8.425,20.25,"lower"
"391","CH",NA,NA,"Moghadam_et_al_2018","10.1002/ece3.4945","Drosophila_subobscura","Arthropoda","fruitfly",5,"terrestrial","direct","2+","no","2016","SW",59.8166666666667,17.9,"adult","male","23 degrees C, 6:18 light cycle","individual","CTmin",-0.7914286,"std_dev",2.45422041,14,"Fig 3, data taken from Dryad Digital Repository: https://doi. org/10.5061/dryad.cm042k3","test of light cycle - 3 treatments x 5 pops",20.325,-5.85,6.1625,26.175,"lower"
"392","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","6805A",-19.3629,146.4769,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.3142857,"std_dev",0.88043446,14,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",31.375,13.525,23.3,17.85,"upper"
"393","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","5220D",-19.2093,146.4113,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",41.5692308,"std_dev",0.38812501,13,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",28.675,11.75,20.975,16.925,"upper"
"394","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","5220A",-19.0178,146.1549,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",41.8444444,"std_dev",1.00636861,9,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",27.025,10.3,19.3,16.725,"upper"
"395","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","5220E",-18.9583,146.1523,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",41.6625,"std_dev",0.26044833,16,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",27.225,10.7,19.625,16.525,"upper"
"396","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","6101A",-18.9106,146.2508,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.8636364,"std_dev",1.94693232,11,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",32.025,15.5,24.5,16.525,"upper"
"397","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","4272A",-18.8458,145.9041,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.36,"std_dev",0.15055453,10,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",28.62,11.32,20.62,17.3,"upper"
"398","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","4105A",-18.7992,145.9086,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",42.0125,"std_dev",0.60649265,16,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",29.275,12.1,21.375,17.175,"upper"
"399","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","3792A",-18.7921,145.8345,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",40.04,"std_dev",0.24083189,5,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",28.8,11.4,20.75,17.4,"upper"
"400","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","3505B",-18.7788,145.825,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",38.8666667,"std_dev",0.57008771,9,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",28.65,11.325,20.65,17.325,"upper"
"401","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","4577A",-18.7736,145.9579,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.71,"std_dev",0.36651512,10,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",31.9,14.65,23.95,17.25,"upper"
"402","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","5821A",-18.6096,146.18,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",41.925,"std_dev",0.47434165,8,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",31.25,16.275,24.4,14.975,"upper"
"403","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","3498A",-18.6062,145.7915,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",41.2714286,"std_dev",0.69771999,14,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",28.85,12.075,21.075,16.775,"upper"
"404","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",38.8,"std_dev",0.66164777,10,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 1",28.875,12.25,21.175,16.625,"upper"
"405","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",40.3142857,"std_dev",0.81037232,14,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"406","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",41.7538462,"std_dev",0.38646989,13,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"407","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",42.1555556,"std_dev",1.06314523,9,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"408","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",41.95,"std_dev",0.20655911,16,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"409","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",40.3090909,"std_dev",2.0176494,11,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"410","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.4,"std_dev",0.46427961,10,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"411","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",42.23125,"std_dev",0.37544418,16,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"412","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.88,"std_dev",0.13038405,5,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"413","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.4111111,"std_dev",0.57759078,9,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"414","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",39.88,"std_dev",0.3765339,10,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"415","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",42.225,"std_dev",0.42678198,8,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
"416","CH",NA,NA,"Philips_et_al_2015","10.1111/1365-2435.12609","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","yes","no","2943A",-18.5614,145.7789,"adult","uncertain","21-40 C within each tank (gradient)","individual","CTmax",42.1642857,"std_dev",0.39342117,14,"supplemental data","Ctmax as temp when skink could no longer right itself; tested each one twice - this is trial 2",28.875,12.25,21.175,16.625,"upper"
